"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000046604",391.837100779432,-0.711779738880048,0.240529775274467,-2.95921674590117,0.00308422091394701,0.0981154869938636
"ENSG00000049540",245.746771025821,0.747368912324479,0.254310080590253,2.93880962402213,0.00329475383649027,0.0981154869938636
"ENSG00000074527",298.714477235575,0.731234226694116,0.249028868797685,2.93634320480403,0.00332106664021609,0.0981154869938636
"ENSG00000111319",372.818815742208,0.769340643179819,0.262513007798363,2.93067627250972,0.00338225043353888,0.0981154869938636
"ENSG00000131771",391.927347587085,0.787890391588078,0.268986993149085,2.92910219324766,0.00339942637679106,0.0981154869938636
"ENSG00000135090",528.759913006212,-0.674658676855731,0.230480581886093,-2.927182287266,0.00342048337195944,0.0981154869938636
"ENSG00000135678",292.250777428715,0.803014188086029,0.271850136332414,2.9538855448802,0.0031380036379883,0.0981154869938636
"ENSG00000136068",2985.54837084188,-0.6281169871088,0.213936377469531,-2.93599898501719,0.00332475410327704,0.0981154869938636
"ENSG00000143947",332.67143590617,0.90338583211063,0.306065221839528,2.95161216514917,0.00316119709655646,0.0981154869938636
"ENSG00000149273",1027.26348385779,0.687683667421282,0.232916797628801,2.9524863574556,0.00315225999027947,0.0981154869938636
"ENSG00000149451",236.329943514463,0.968266019286049,0.330193574104373,2.9324193298201,0.00336332286941725,0.0981154869938636
"ENSG00000155111",682.128370174817,-0.706642350052645,0.23866311428801,-2.96083603937178,0.00306805222523135,0.0981154869938636
"ENSG00000162896",323.985313106472,1.00914932669831,0.339245731206904,2.97468540903418,0.00293289155993451,0.0981154869938636
"ENSG00000165105",316.091066935177,-0.722844718100556,0.24398872381661,-2.96261526677713,0.00305037574849804,0.0981154869938636
"ENSG00000198380",707.867258386697,-0.669469174378546,0.225182807465927,-2.97300305432885,0.0029490151676639,0.0981154869938636
"ENSG00000227191",394.594719143073,-1.03215412896674,0.351170335230239,-2.93918371063438,0.00329077954957051,0.0981154869938636
"ENSG00000272060",654.74555945097,0.73487820505724,0.250319185702666,2.93576460387715,0.00332726705061678,0.0981154869938636
"ENSG00000142515",66932.256918592,-0.911998013856684,0.312305302424818,-2.9202130312092,0.00349792184187274,0.0994409209332392
"ENSG00000137124",238.599785756369,0.845669079251266,0.290818629014993,2.90789170595969,0.00363874321543367,0.102192182594999
"ENSG00000174099",335.88861414645,0.843280183411051,0.290169464847597,2.90616445067353,0.00365889095974558,0.102192182594999
"ENSG00000132688",263.515398053647,0.733100304106957,0.252766498569657,2.9003064419351,0.00372798001028713,0.102336102896415
"ENSG00000134871",1051.74900742236,0.663220715837104,0.228674923915697,2.90027740899831,0.00372832535677893,0.102336102896415
"ENSG00000116132",401.348053019798,0.753939507123759,0.260957143422073,2.88913151499491,0.0038630747007619,0.103737638628189
"ENSG00000116133",2739.02074527952,-0.682630248284046,0.235966028136914,-2.89291748339285,0.00381681557774296,0.103737638628189
"ENSG00000168542",2689.35888354737,0.595446832055955,0.206180406019682,2.88798942417018,0.00387712908189525,0.103737638628189
"ENSG00000115414",2412.87317880944,0.68424777040926,0.238305380322955,2.87130642825586,0.00408779054275715,0.105001733526904
"ENSG00000116406",264.077816733944,-0.757419103968676,0.263134172565235,-2.87845207099014,0.00399632001717134,0.105001733526904
"ENSG00000122786",3694.07619072641,0.696390903451586,0.241787433036311,2.8801782404754,0.00397450405892395,0.105001733526904
"ENSG00000142156",1193.43807733964,0.733165473386849,0.255578331089347,2.86865271504783,0.00412224142300974,0.105001733526904
"ENSG00000147065",556.27377524705,0.668401888070268,0.232463406515607,2.87529937760502,0.00403644572025735,0.105001733526904
"ENSG00000182240",333.14126788685,0.73597222974144,0.256422863399264,2.87015057856012,0.00410276369879065,0.105001733526904
"ENSG00000077157",1541.31652946436,0.726772098049922,0.254259495614483,2.85838724053744,0.00425800411946828,0.107599088225294
"ENSG00000095637",1103.84884646889,0.757518213464673,0.266244895381974,2.84519337874209,0.00443844683852978,0.109550501813014
"ENSG00000107796",4232.30445201811,0.828014193605473,0.290825933266591,2.84711265018604,0.00441177476232691,0.109550501813014
"ENSG00000168386",485.532281309777,0.894425881738065,0.313947000657496,2.84897094052461,0.00438608864131141,0.109550501813014
"ENSG00000114391",236.217634032011,0.845530484380495,0.298146783304293,2.8359537373158,0.00456890637063162,0.111903060646855
"ENSG00000117143",407.728703071205,-0.716510583668636,0.253557481770114,-2.82583096608545,0.0047158142299206,0.114487249621328
"ENSG00000166441",424.620334331227,0.749027449354441,0.265258508658853,2.82376408259823,0.00474633070038167,0.114487249621328
"ENSG00000136235",290.546301999799,0.800155680982967,0.283713365234776,2.82029604181964,0.0047979363109004,0.114644636856737
"ENSG00000164733",1792.39386505301,0.603089936818145,0.21397553389475,2.81849950712024,0.0048248685109305,0.114644636856737
"ENSG00000171345",399.748535464531,0.668771733152506,0.238044421993117,2.80944089154857,0.00496276312693737,0.117047687379027
"ENSG00000114374",392.949041867581,-0.683674739597198,0.243641996137581,-2.80606279063292,0.0050150918642641,0.117412150704536
"ENSG00000026025",934.500294964147,0.619924096221865,0.221339135156239,2.80078846329761,0.00509779234423234,0.118477159299531
"ENSG00000118181",458.433977782497,0.703447097115807,0.252673643433041,2.78401453969702,0.00536906272966751,0.123765762193939
"ENSG00000172869",621.734120599852,-0.657058225598613,0.236184956861153,-2.78196475478699,0.00540309074904444,0.123765762193939
"ENSG00000041353",284.038409071205,-0.731792819155313,0.264206526214107,-2.76977571160481,0.00560949055812575,0.127479218375337
"ENSG00000072110",1392.73608333334,0.664061740030007,0.240074386548169,2.76606659118452,0.00567369476651082,0.127479218375337
"ENSG00000224389",362.320424472344,0.809602744504651,0.292761615666945,2.76539922305143,0.00568531689990511,0.127479218375337
"ENSG00000077942",1321.28467013352,0.588486184974637,0.213155225345587,2.76083396041795,0.00576539793675605,0.128370818396023
"ENSG00000143013",243.552281404048,0.71490270618405,0.259261320510746,2.75745994341033,0.00582523499288899,0.128511398664274
"ENSG00000156467",254.980195102068,0.742358948174395,0.269367213511402,2.75593654660935,0.00585243492660797,0.128511398664274
"ENSG00000163453",1461.42689443279,0.605662485011661,0.220035087092794,2.75257229660031,0.00591290891816879,0.128950013667462
"ENSG00000125257",2012.55284919365,-0.639408407355652,0.233101936362305,-2.74304202416334,0.00608728945856702,0.129212864240516
"ENSG00000152137",314.52182827,0.87111015797359,0.317423159347345,2.74431821472851,0.0060636727703514,0.129212864240516
"ENSG00000173890",300.134316841096,-0.822779421315956,0.299745901981461,-2.74492300270662,0.00605250964964311,0.129212864240516
"ENSG00000187244",2072.5372917629,-0.567836200272174,0.20691144558603,-2.74434407755407,0.00606319501736329,0.129212864240516
"ENSG00000106789",248.541136192737,-0.749160761679832,0.274810891451799,-2.72609559876644,0.00640884332137584,0.129684016742126
"ENSG00000112096",1408.55749434133,0.802593180357631,0.294760729324714,2.72286332781284,0.00647188256966491,0.129684016742126
"ENSG00000145423",281.946094792789,0.747865576940148,0.274232810813719,2.72711924849925,0.00638899450064664,0.129684016742126
"ENSG00000154330",528.214242862122,0.884655301278118,0.323636225205238,2.73348665068968,0.00626676636059839,0.129684016742126
"ENSG00000159176",3505.27557256098,0.670715930298555,0.245978472284919,2.72672614017075,0.00639661041626021,0.129684016742126
"ENSG00000160932",226.386999742822,0.716648480865027,0.261659944988035,2.73885435884273,0.00616536786768169,0.129684016742126
"ENSG00000169347",290.509214952958,-0.811172374343502,0.297934826538429,-2.72265039897534,0.00647605485615518,0.129684016742126
"ENSG00000182253",1396.41094925682,0.805089817345076,0.29512177199402,2.72799194686792,0.00637211636446408,0.129684016742126
"ENSG00000196923",525.663917718317,0.743553385286089,0.272110621868324,2.73254083277168,0.00628478806636065,0.129684016742126
"ENSG00000013375",557.287515941755,-0.735141502366385,0.270383855795902,-2.71888090434402,0.00655031881766002,0.130351344471434
"ENSG00000109586",720.417781462505,-0.60253538556793,0.221849743147299,-2.71596160996171,0.00660835803750027,0.13068951547454
"ENSG00000112769",236.649942873047,0.704372414430283,0.259562421840849,2.71369179496318,0.00665380389222868,0.130775997486766
"ENSG00000183087",321.434368142951,0.681353367621763,0.251639056900138,2.70766142591353,0.00677591091701568,0.132358897912748
"ENSG00000137845",601.2446406665,-0.596855575723058,0.220911691580422,-2.7017835563754,0.00689686433711351,0.133900097862009
"ENSG00000151726",1043.72702581192,-0.589691320469475,0.218738507331699,-2.69587338627696,0.00702043462481291,0.134657011116893
"ENSG00000180573",270.068751757453,-0.841989275288543,0.312176892256895,-2.69715438961977,0.00699348378621655,0.134657011116893
"ENSG00000167751",27493.7235228694,-0.79274494868458,0.294970653781586,-2.68753836533032,0.00719808328360801,0.137237707634778
"ENSG00000084636",530.03877480037,0.602747620906181,0.224512871055622,2.68469071760636,0.00725969509865459,0.137473370836743
"ENSG00000152661",366.709850669129,0.697098425106593,0.260203642663891,2.67904944746314,0.00738314899908387,0.137473370836743
"ENSG00000157227",330.808690445068,0.665744120372349,0.248449724596496,2.67959290940481,0.00737117440298075,0.137473370836743
"ENSG00000196924",10762.8316714416,0.720102843948685,0.268690440181952,2.6800463889264,0.00736119580960121,0.137473370836743
"ENSG00000228253",3454.57081515596,0.593165751114789,0.22172643890918,2.67521434986718,0.00746814846622208,0.138247585560762
"ENSG00000058063",407.167509944879,-0.628676720022651,0.23551204932847,-2.6694036327026,0.00759860745213232,0.138251235014796
"ENSG00000132669",263.376024230668,0.715659775632934,0.26777160428574,2.67264999043458,0.00752547236965846,0.138251235014796
"ENSG00000146281",268.513002944514,-0.695537412216865,0.260426709538166,-2.67076066602506,0.00756795857608974,0.138251235014796
"ENSG00000135424",241.350887375078,0.802635038965473,0.301895277490758,2.65865384061877,0.00784535238466228,0.141929556777072
"ENSG00000072952",379.4824642042,0.713519294041557,0.268832108639584,2.65414461707085,0.00795097427052618,0.142224168973907
"ENSG00000111110",528.642317464242,-0.711333802798743,0.267955166233566,-2.65467470844992,0.00793849195612828,0.142224168973907
"ENSG00000105707",293.865020182876,-0.837218971450987,0.315815670248182,-2.65097349600501,0.00802601393663207,0.142764404325344
"ENSG00000087301",231.839249004717,-0.729896288098754,0.276139367592555,-2.64321706268162,0.00821223693674961,0.144462775727131
"ENSG00000115641",261.676205655035,0.711019654946581,0.268853162195674,2.64463936053351,0.008177802401017,0.144462775727131
"ENSG00000113594",350.466404445213,-0.926269015677935,0.35075482262308,-2.6407876839752,0.00827135359054878,0.144703240836853
"ENSG00000140416",2226.20041659774,0.648070397425279,0.245650527974557,2.63818035633288,0.00833522382735111,0.145023785061672
"ENSG00000151617",319.355903643318,0.778525283676013,0.295567876311867,2.63399829978328,0.0084385910495539,0.145421753237548
"ENSG00000183963",801.063595922056,0.722023853339299,0.274162472887399,2.63356193769028,0.00844944232064902,0.145421753237548
"ENSG00000129514",1414.2721744235,-0.612345820468439,0.232887331508291,-2.62936509471164,0.00855444656027242,0.146437407784448
"ENSG00000104154",790.761107204972,-0.862243988811508,0.328426708424112,-2.62537718978097,0.00865530261417373,0.147371569644541
"ENSG00000052344",345.236291668326,-0.668223129722906,0.255193505619339,-2.61849582770991,0.00883183716222726,0.148492153072275
"ENSG00000058668",678.008876017672,0.646252174040038,0.247078173329644,2.61557775553824,0.00890766370502656,0.148492153072275
"ENSG00000100234",1037.04137098927,0.576380156719811,0.220000932215144,2.6198987018662,0.00879558893949987,0.148492153072275
"ENSG00000174938",271.968939724651,-0.700662200378295,0.267728810233147,-2.61705940338709,0.00886909049918918,0.148492153072275
"ENSG00000135269",345.084598965539,0.710261871675427,0.271834051216952,2.61285099675965,0.00897904393749079,0.148902478630056
"ENSG00000105974",278.205395048857,0.887672394929328,0.340756893033235,2.60500202073022,0.00918737180990248,0.149247917564946
"ENSG00000110880",333.852610183922,0.654460797011727,0.250901734485072,2.6084347258694,0.00909573573239893,0.149247917564946
"ENSG00000123358",2262.0264252712,-0.539171292974766,0.20684069661526,-2.6066983035629,0.00914198704949748,0.149247917564946
"ENSG00000198502",227.661449278647,0.762285359316379,0.292349961110671,2.60744128858567,0.00912217127709414,0.149247917564946
"ENSG00000096088",390.505981144414,2.58081369354759,0.991632947806914,2.60258969738278,0.00925226088126806,0.149539079421104
"ENSG00000122406",863.879716329943,0.586017446055314,0.226025900316337,2.59270041723159,0.00952256799836544,0.153130588418159
"ENSG00000163346",581.99495082329,0.604369246249696,0.233725858268902,2.58580394452704,0.00971521738380631,0.155443478140901
"ENSG00000083223",417.717785976488,-0.659181225465863,0.256090138033293,-2.57402034505587,0.0100524361914815,0.158450281354837
"ENSG00000166446",358.637447262832,-0.610088156639519,0.2368617532654,-2.57571409579124,0.0100033322435399,0.158450281354837
"ENSG00000237550",248.36010568689,0.662526644482369,0.257229907806719,2.57562058055934,0.0100060377844578,0.158450281354837
"ENSG00000129116",1428.61457941839,0.603262533423992,0.235242201476636,2.56443159278931,0.0103344948663727,0.162093751992762
"ENSG00000131981",268.066482618525,0.641077181209928,0.250402628192964,2.5601855133721,0.0104616301333151,0.163283482080762
"ENSG00000017260",1239.03314300934,-0.55278513943291,0.21713775530087,-2.54578085081041,0.0109033615348423,0.168100726983523
"ENSG00000171940",469.031760299387,-0.583291942083485,0.228993444946786,-2.54719929742544,0.0108591396023123,0.168100726983523
"ENSG00000179222",952.20646172627,-0.558801362469884,0.21957075572809,-2.54497171363698,0.0109286590721072,0.168100726983523
"ENSG00000041982",743.757813701069,0.567611246100979,0.224005014201606,2.53392205582561,0.0112793817660868,0.168186659743518
"ENSG00000077235",919.003512832796,-0.604225791819155,0.238295921002213,-2.53561113961973,0.0112251303026937,0.168186659743518
"ENSG00000135596",296.500098898976,0.712550942856235,0.281277238587246,2.5332691206552,0.0113004156211604,0.168186659743518
"ENSG00000148396",1142.99020053757,-0.534976558363343,0.21095133262543,-2.5360188613421,0.0112120695113449,0.168186659743518
"ENSG00000159674",3319.0313653943,-1.60560436872237,0.63421927134781,-2.53162343255546,0.0113535849157166,0.168186659743518
"ENSG00000171302",1004.09271602593,-0.577078666514366,0.22723952165693,-2.53951716808134,0.0111005597073939,0.168186659743518
"ENSG00000179403",518.357560328511,0.665101285675705,0.262727690738308,2.53152335715608,0.0113568253281584,0.168186659743518
"ENSG00000182534",298.639676607415,0.648501107132675,0.256108637786744,2.53213289773017,0.0113371013035929,0.168186659743518
"ENSG00000164692",2449.81215876046,0.52626281671674,0.208112294845287,2.52874447955114,0.0114471331384032,0.168335874806574
"ENSG00000167332",4182.36438914087,-0.606589733928811,0.239951969660848,-2.5279631368985,0.0114726397088651,0.168335874806574
"ENSG00000162407",556.198164846817,0.681257462756623,0.269945794475963,2.52368244550402,0.0116132781268098,0.168843276510331
"ENSG00000162981",294.145345116742,-0.773670598222377,0.306400351763111,-2.52503169063111,0.0115687856416882,0.168843276510331
"ENSG00000138061",743.808979467208,0.616437170643257,0.244547518549075,2.52072551911646,0.0117113165780837,0.169494690839175
"ENSG00000079308",2270.29642745259,0.659964350174412,0.26220208983975,2.51700644559226,0.0118356663918566,0.169565908181238
"ENSG00000079931",262.670816360186,0.74357077641037,0.295616629675547,2.51532120241839,0.0118923981540008,0.169565908181238
"ENSG00000113657",1070.42994221378,0.601400977184244,0.239156830148046,2.51467196990342,0.0119143180725387,0.169565908181238
"ENSG00000131471",316.848543107519,0.681743062914877,0.271153814969246,2.51423002472674,0.0119292598720469,0.169565908181238
"ENSG00000109572",498.90583558954,-0.570516072211145,0.227346590820693,-2.50945514578271,0.0120917571101146,0.169919110818109
"ENSG00000124198",293.726960220187,-0.611488321664691,0.243959866947139,-2.50651194934939,0.0121928936325316,0.169919110818109
"ENSG00000144713",520.341479768276,0.636767122435162,0.254042987213106,2.50653296680457,0.0121921687643635,0.169919110818109
"ENSG00000186480",245.6447020463,-0.712563092122533,0.284376906804432,-2.50569956657053,0.0122209410732874,0.169919110818109
"ENSG00000231991",517.980803852956,0.587813433461322,0.234177379677811,2.51012046624681,0.0120689981218721,0.169919110818109
"ENSG00000065534",3535.46901922847,0.730500947262753,0.292776090471401,2.49508402850304,0.0125927305602205,0.1743271917554
"ENSG00000103942",633.612359353159,-0.709650479533601,0.285073108388792,-2.48936310950017,0.0127972189767935,0.176391104857621
"ENSG00000197323",274.074802837229,-0.635195230569719,0.255498699352692,-2.48609966382995,0.0129151790369635,0.177249698507292
"ENSG00000142173",1775.00684244302,0.566949699432061,0.228742547750021,2.47854937793054,0.0131917850349986,0.180268856443929
