"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000260802",352.217779591539,1.79041666108182,0.259644499178477,6.89564641941868,5.36204125582514e-12,1.70727393585472e-08
"ENSG00000141753",1005.36277308055,1.06511871147239,0.213913415358528,4.97920483241879,6.3846043566441e-07,0.00101642901357774
"ENSG00000112379",1225.96069521652,-1.01655868451991,0.214191449173965,-4.74602832391443,2.07449675569047e-06,0.00220173255670615
"ENSG00000197956",382.769490214201,1.08630169959653,0.234876757417135,4.62498593535711,3.74623820651833e-06,0.00298200561238859
"ENSG00000064651",582.938022170355,-1.09370373008184,0.24817767996525,-4.40693832835806,1.04842023205821e-05,0.00556361669812223
"ENSG00000137673",568.670148975671,1.49954681875112,0.337831136916417,4.43874662483263,9.04842609527963e-06,0.00556361669812223
"ENSG00000049759",1825.88767836883,-0.895199155241028,0.210152852710718,-4.25975257387201,2.04653322877277e-05,0.00645846908967432
"ENSG00000054690",1285.93442728543,-1.12168683023699,0.260989591965908,-4.2978220770716,1.72484526239536e-05,0.00645846908967432
"ENSG00000124406",303.492557189392,-1.10091451172034,0.259495804990657,-4.24251371524088,2.21030028783614e-05,0.00645846908967432
"ENSG00000139116",288.305883441427,-1.10043092397313,0.259511339742884,-4.24039629660655,2.23125502469904e-05,0.00645846908967432
"ENSG00000157214",2286.33549595393,-1.06930019185753,0.247583137647405,-4.31895403708946,1.56770424227759e-05,0.00645846908967432
"ENSG00000099194",752.867957975323,-1.11710351685579,0.27385867642635,-4.07912406294061,4.52057087746192e-05,0.0115811765115681
"ENSG00000152377",2346.84918458364,-1.02277525451995,0.251379098338716,-4.06865670725668,4.72849543499953e-05,0.0115811765115681
"ENSG00000131844",1013.65833128334,-1.00970491194114,0.252101192496808,-4.00515722254636,6.19762456750267e-05,0.0136253755365095
"ENSG00000269936",628.566448829724,1.15817225386631,0.289770977623997,3.99685387185027,6.4189897313958e-05,0.0136253755365095
"ENSG00000184678",528.519728253467,-1.14062506466824,0.286591655731066,-3.97996606620883,6.89251061349188e-05,0.0137160961208488
"ENSG00000076706",360.737902879665,1.03749499083569,0.262680445086948,3.94964684368597,7.82665837206003e-05,0.0146588707391995
"ENSG00000096006",1899.59683070287,-1.14007344879557,0.292677060588577,-3.89532902408842,9.80655177959013e-05,0.0150427684496675
"ENSG00000127418",502.255091795122,-0.999590091343061,0.2546552392302,-3.9252681168655,8.66331891946615e-05,0.0150427684496675
"ENSG00000138696",499.972384302128,-0.962670706759738,0.246846373315462,-3.89987786261488,9.62412261140125e-05,0.0150427684496675
"ENSG00000146070",329.917734873209,-1.1908192657091,0.306746798027453,-3.88209191869877,0.000103561714595124,0.0150427684496675
"ENSG00000169710",2665.46226664455,-1.03784750428826,0.26740318951954,-3.88120839602933,0.00010393872672509,0.0150427684496675
"ENSG00000132386",343.688179787449,0.912584084572132,0.242619875541052,3.76137397044258,0.000168982559612576,0.0228766364678654
"ENSG00000134755",291.370287673754,-1.00567074377268,0.268673804083919,-3.74309191475385,0.000181769700540812,0.0228766364678654
"ENSG00000167757",486.151398298568,-1.16737308212894,0.311978967065642,-3.74183264054247,0.000182683164249393,0.0228766364678654
"ENSG00000210194",265.540776931966,1.42195812164177,0.380587289920719,3.7362207285955,0.000186806704825534,0.0228766364678654
"ENSG00000157110",474.392854318024,0.934936049906867,0.251861993812945,3.71209659604789,0.000205549506803873,0.0242396159134641
"ENSG00000049089",487.041161736864,-0.905109192193675,0.245788101600911,-3.68247765574637,0.000230978118315408,0.025780063513025
"ENSG00000086205",1444.47387814427,-0.985987097935747,0.269139482090388,-3.66347995573765,0.000248811695129593,0.025780063513025
"ENSG00000168280",721.182673798949,-0.909460055019341,0.247555159809752,-3.6737673160126,0.000239000391461793,0.025780063513025
"ENSG00000182718",389.525685863652,0.91638095180967,0.250292640874234,3.66123809557042,0.000250999362092894,0.025780063513025
"ENSG00000249669",233.51379454187,1.08814903143497,0.30131888475333,3.61128719935948,0.000304681028361495,0.0303157623219688
"ENSG00000087245",526.021425485217,0.855008523531155,0.237576810908494,3.5988719617104,0.000319600484490395,0.0308366043217399
"ENSG00000198467",1965.60249333437,1.03169563786499,0.288937231632583,3.57065661644087,0.000356087463533462,0.0333465436438395
"ENSG00000012660",1413.86119163965,-0.848775515132907,0.23831425639496,-3.5615809476636,0.000368628417763573,0.0335346537759777
"ENSG00000163431",806.211741717313,0.989804523418775,0.28073998428989,3.52569843559124,0.000422367619851457,0.0366020340057666
"ENSG00000196353",832.805263244297,-0.80145133776115,0.22743679344461,-3.52384205573288,0.000425337706725303,0.0366020340057666
"ENSG00000100097",459.288828193544,0.841169811048105,0.243001732415828,3.46157948211119,0.000537015523047338,0.039284996209767
"ENSG00000106624",1289.68603143238,0.772326072671266,0.221221922520669,3.49118235603031,0.000480887907931959,0.039284996209767
"ENSG00000134612",373.214817568784,-1.04675902264862,0.301337745825061,-3.47370695225253,0.000513321332744127,0.039284996209767
"ENSG00000159403",753.333247144179,0.885292678379551,0.255964558161986,3.45865335707648,0.000542883113451554,0.039284996209767
"ENSG00000188559",651.792613171271,-0.78258416043198,0.225051494791117,-3.47735597649925,0.000506385019535083,0.039284996209767
"ENSG00000196586",942.764319172896,-0.916404292125105,0.262846258966692,-3.48646503750023,0.000489449356675654,0.039284996209767
"ENSG00000244731",252.485219109494,1.05924133190095,0.305931666808806,3.46234616033694,0.000535487946049055,0.039284996209767
"ENSG00000135480",270.573623980656,1.04093259150671,0.302444930016971,3.44172604066565,0.000578015320668879,0.0408977951335491
"ENSG00000151150",366.004554055654,-0.839180669708234,0.24460316532173,-3.43078417895553,0.000601839218984689,0.0416577407227663
"ENSG00000149131",635.102290072076,0.855132591705023,0.250366957996027,3.41551696178132,0.000636610645182408,0.0431269849842721
"ENSG00000149591",3515.76467994485,0.910687326939891,0.268018560621088,3.3978517190359,0.000679172215603872,0.0450517569683902
"ENSG00000140396",272.215245849093,-0.855079912690083,0.252130156912401,-3.3914226015699,0.00069530798648715,0.0451808291627568
"ENSG00000211896",1470.43375693867,-0.916222199592451,0.272108599911747,-3.36711959816635,0.000759577390303293,0.0483698882145137
"ENSG00000064393",855.159679579828,-0.788336822808862,0.234802506372309,-3.35744637052065,0.000786660024080902,0.0491122650328155
"ENSG00000143797",343.795638714232,-1.02829034300163,0.308618594914428,-3.33191311199751,0.000862511805773982,0.0528122613381607
"ENSG00000012223",2891.54248369776,2.3448796038191,0.710199205844786,3.30172096014928,0.000960936146597753,0.0533181448066979
"ENSG00000102287",346.811082870328,0.815947167287449,0.24833441223747,3.2856790161937,0.00101736871849463,0.0533181448066979
"ENSG00000138814",1570.73913157593,-0.697155313222105,0.210923685443819,-3.30524906084005,0.000948920350344479,0.0533181448066979
"ENSG00000152583",1898.66483103143,0.85631865970262,0.260623627238863,3.28565245129445,0.00101746466156867,0.0533181448066979
"ENSG00000154305",782.312475677318,-0.770048431889815,0.234054962529459,-3.29003249308544,0.00100175814062718,0.0533181448066979
"ENSG00000160191",481.606343061191,-0.866782914810925,0.262008970729637,-3.30821846441794,0.000938915353978329,0.0533181448066979
"ENSG00000171992",371.085931772201,0.781917077791343,0.238059735100009,3.28454149317968,0.00102148455816852,0.0533181448066979
"ENSG00000185215",502.468904872602,0.957675106767926,0.290416833548072,3.29758814276654,0.000975190612197914,0.0533181448066979
"ENSG00000205542",734.161793799633,0.786080155300552,0.238561791193452,3.29507986743406,0.00098393710654848,0.0533181448066979
"ENSG00000215105",303.70731260551,-0.835882818937054,0.255424122482644,-3.27252888573142,0.00106589980313681,0.0547391124707676
"ENSG00000184012",3783.53982105121,-0.939422508487498,0.287873619797457,-3.26331571871177,0.00110116772181609,0.0556526670835308
"ENSG00000157388",405.682893021066,-0.908266935646137,0.279600670725542,-3.2484433363098,0.00116038317965261,0.0559796976365744
"ENSG00000173442",435.331022095894,0.78471590311931,0.241022453330396,3.25577925324498,0.00113081632749351,0.0559796976365744
"ENSG00000198959",1596.20197573563,0.984294610148714,0.30284319122011,3.25017909824268,0.00115332349838498,0.0559796976365744
"ENSG00000162645",237.844138109331,0.888916677585451,0.277680592993017,3.20122003487584,0.00136846987677649,0.0650329565321842
"ENSG00000072163",233.11052862094,0.951729642690848,0.299295559283412,3.1798989766822,0.00147326403640056,0.068983421939697
"ENSG00000205189",338.875094462866,-0.840662783592151,0.266795269489314,-3.15096585183578,0.00162731514997378,0.0750923396741526
"ENSG00000120885",928.299452747477,0.832189750908039,0.265405743378112,3.13553783846514,0.00171539297673993,0.0769269188442243
"ENSG00000161970",295.645005795396,0.977611749772513,0.311761046918488,3.13577260352258,0.0017140204860739,0.0769269188442243
"ENSG00000145703",341.389541010823,-0.776992930584701,0.248851928785613,-3.12231026046853,0.00179437727267893,0.078264345701503
"ENSG00000183723",557.69093098969,-0.719534274058942,0.230328276934266,-3.12395109986557,0.0017844010929532,0.078264345701503
"ENSG00000130176",1518.8611933612,0.914937255380204,0.294102742840437,3.11094431335037,0.00186490104115257,0.0802411475004024
"ENSG00000188783",450.685080898627,0.792732005227934,0.255321703262682,3.10483595831393,0.00190384580583445,0.0808246006103587
"ENSG00000111799",387.304808857686,0.750517290368652,0.242212439383211,3.09859102315235,0.00194443230207123,0.081422736776945
"ENSG00000146674",331.147812540598,0.848439119994433,0.27415188525897,3.09477762369928,0.00196960508246345,0.081422736776945
"ENSG00000182326",1006.99848747643,0.755438381758031,0.24439718300707,3.09102736972291,0.00199465247129451,0.081422736776945
"ENSG00000050165",377.312053623416,0.751041212532917,0.243780497014884,3.08080925968028,0.00206438847394666,0.0832026949499515
"ENSG00000112796",304.838735401174,-0.791094945311018,0.25921548273552,-3.05188153486255,0.0022741183274969,0.0905099094343766
"ENSG00000155093",521.260690254645,-0.862973433726468,0.28366167481297,-3.04226305614061,0.00234806596118049,0.0922992842024529
"ENSG00000111341",2391.56881851207,0.83481482111778,0.276229865668597,3.02217437313364,0.00250965933817021,0.0923306220972864
"ENSG00000133392",15087.2320253561,0.886093437840107,0.292729344343482,3.0270058501562,0.00246989178223196,0.0923306220972864
"ENSG00000138593",344.037402728022,-0.798694735854055,0.263127042896067,-3.03539585693414,0.00240220168037974,0.0923306220972864
"ENSG00000140545",446.241362343251,0.761395541423024,0.25096387061993,3.03388507494018,0.00241426380952624,0.0923306220972864
"ENSG00000141469",355.940082250404,0.931559705449243,0.308373362822368,3.0208825331838,0.00252039117700142,0.0923306220972864
"ENSG00000147394",282.595569614108,0.975171977815182,0.322841888519799,3.02058689560471,0.00252285305353766,0.0923306220972864
"ENSG00000072195",276.935792490194,0.855845777252254,0.284333736837506,3.0100043236915,0.002612439708392,0.0934607643991024
"ENSG00000112715",1232.8796253502,-0.94652078817775,0.314395645738588,-3.01060399851962,0.00260728644206367,0.0934607643991024
"ENSG00000112297",720.945326742467,-0.711238828925229,0.237878873243653,-2.98992011870145,0.00279050412838888,0.0955372596213999
"ENSG00000123983",999.863470930016,-0.670129997900593,0.223412547900537,-2.99951817477564,0.00270406990392796,0.0955372596213999
"ENSG00000153234",368.913734379962,-0.754776812064364,0.252274517147183,-2.99188685642794,0.00277259000237066,0.0955372596213999
"ENSG00000162614",237.521820639406,0.966571570378255,0.323233833789683,2.99031682124951,0.00278688225566965,0.0955372596213999
"ENSG00000035862",1125.90279826744,0.656142271303815,0.222332465666859,2.95117615565409,0.00316566316725739,0.0981154869938636
